; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_7nt_mkv5_m1/peak-motifs_oligos_7nt_mkv5_m1.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_7nt_mkv5_m1/peak-motifs_oligos_7nt_mkv5_m1_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_7nt_mkv5_m1/peak-motifs_oligos_7nt_mkv5_m1.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/oligos_7nt_mkv5_m1/peak-motifs_oligos_7nt_mkv5_m1_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name              	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	oligos_7nt_mkv5_m1	11	4	1	-39.100	10.900	50.000	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
oligos_7nt_mkv5_m1	1.8	233	2805923	6549	2.328558e-03	1.519851e-03	4274.53	1.259327e-228	2.077890e-226	225.68	69
oligos_7nt_mkv5_m1	1.9	196	2806119	6353	2.258869e-03	1.462677e-03	4113.73	1.523558e-229	2.513871e-227	226.60	70
oligos_7nt_mkv5_m1	2.0	189	2806308	6164	2.191668e-03	1.407204e-03	3957.72	7.735956e-231	1.276433e-228	227.89	71
oligos_7nt_mkv5_m1	2.1	214	2806522	5950	2.115578e-03	1.353644e-03	3807.08	4.046756e-226	6.677147e-224	223.18	72
oligos_7nt_mkv5_m1	2.2	217	2806739	5733	2.038422e-03	1.301393e-03	3660.13	6.145311e-220	1.013976e-217	216.99	73
oligos_7nt_mkv5_m1	2.3	233	2806972	5500	1.955576e-03	1.249431e-03	3513.99	1.942844e-210	3.205693e-208	207.49	74
oligos_7nt_mkv5_m1	2.4	190	2807162	5310	1.888020e-03	1.203913e-03	3385.97	7.136688e-205	1.177554e-202	201.93	75
oligos_7nt_mkv5_m1	2.5	162	2807324	5148	1.830420e-03	1.145494e-03	3221.67	3.669107e-214	6.054027e-212	211.22	76
oligos_7nt_mkv5_m1	2.6	181	2807505	4967	1.766063e-03	1.094669e-03	3078.72	1.592773e-214	2.628076e-212	211.58	77
oligos_7nt_mkv5_m1	2.7	201	2807706	4766	1.694596e-03	1.048838e-03	2949.83	4.439949e-207	7.325916e-205	204.14	78
oligos_7nt_mkv5_m1	2.8	150	2807856	4616	1.641262e-03	1.002685e-03	2820.02	1.062576e-210	1.753250e-208	207.76	79
oligos_7nt_mkv5_m1	2.9	169	2808025	4447	1.581172e-03	9.605957e-04	2701.65	2.767083e-207	4.565687e-205	204.34	80
oligos_7nt_mkv5_m1	3.0	164	2808189	4283	1.522861e-03	9.228963e-04	2595.62	1.606855e-201	2.651311e-199	198.58	81
oligos_7nt_mkv5_m1	3.1	167	2808356	4116	1.463482e-03	8.666573e-04	2437.45	2.489268e-210	4.107292e-208	207.39	82
oligos_7nt_mkv5_m1	3.2	194	2808550	3922	1.394504e-03	8.295501e-04	2333.08	2.212267e-197	3.650241e-195	194.44	83
oligos_7nt_mkv5_m1	3.3	194	2808744	3728	1.325525e-03	7.840924e-04	2205.24	1.953304e-191	3.222952e-189	188.49	84
oligos_7nt_mkv5_m1	3.4	211	2808955	3517	1.250502e-03	7.458911e-04	2097.80	1.484079e-175	2.448730e-173	172.61	85
oligos_7nt_mkv5_m1	3.5	223	2809178	3294	1.171212e-03	6.950673e-04	1954.86	1.687275e-167	2.784004e-165	164.56	86
oligos_7nt_mkv5_m1	3.6	215	2809393	3079	1.094767e-03	6.451175e-04	1814.37	1.397896e-160	2.306528e-158	157.64	87
oligos_7nt_mkv5_m1	3.7	172	2809565	2907	1.033611e-03	5.976396e-04	1680.84	1.031518e-161	1.702005e-159	158.77	88
oligos_7nt_mkv5_m1	3.8	204	2809769	2703	9.610769e-04	5.583558e-04	1570.36	3.698451e-148	6.102445e-146	145.21	89
oligos_7nt_mkv5_m1	3.9	176	2809945	2527	8.984985e-04	5.168804e-04	1453.71	3.190920e-143	5.265017e-141	140.28	90
oligos_7nt_mkv5_m1	4.0	162	2810107	2365	8.408979e-04	4.699000e-04	1321.58	4.088123e-147	6.745404e-145	144.17	91
oligos_7nt_mkv5_m1	4.1	164	2810271	2201	7.825861e-04	4.285179e-04	1205.19	9.320747e-146	1.537923e-143	142.81	92
oligos_7nt_mkv5_m1	4.2	135	2810406	2066	7.345856e-04	4.038462e-04	1135.81	2.508958e-135	4.139781e-133	132.38	93
oligos_7nt_mkv5_m1	4.3	121	2810527	1945	6.915629e-04	3.628921e-04	1020.62	9.106959e-146	1.502648e-143	142.82	94
oligos_7nt_mkv5_m1	4.4	153	2810680	1792	6.371624e-04	3.388842e-04	953.10	1.635156e-129	2.698008e-127	126.57	95
oligos_7nt_mkv5_m1	4.5	123	2810803	1669	5.934286e-04	3.148437e-04	885.49	1.298232e-121	2.142082e-119	118.67	96
oligos_7nt_mkv5_m1	4.6	67	2810870	1602	5.696061e-04	2.898084e-04	815.08	7.696464e-131	1.269916e-128	127.90	97
oligos_7nt_mkv5_m1	4.7	93	2810963	1509	5.365391e-04	2.747484e-04	772.72	2.673655e-121	4.411531e-119	118.36	98
oligos_7nt_mkv5_m1	4.8	52	2811015	1457	5.180500e-04	2.574376e-04	724.04	1.280626e-126	2.113033e-124	123.68	99
oligos_7nt_mkv5_m1	4.9	65	2811080	1392	4.949386e-04	2.421639e-04	681.08	7.857358e-126	1.296464e-123	122.89	100
oligos_7nt_mkv5_m1	5.0	46	2811126	1346	4.785829e-04	2.332379e-04	655.97	6.290310e-123	1.037901e-120	119.98	101
oligos_7nt_mkv5_m1	5.1	34	2811160	1312	4.664939e-04	2.230386e-04	627.29	1.593367e-125	2.629055e-123	122.58	102
oligos_7nt_mkv5_m1	5.2	39	2811199	1273	4.526271e-04	2.139355e-04	601.69	3.395002e-125	5.601753e-123	122.25	103
oligos_7nt_mkv5_m1	5.3	35	2811234	1238	4.401825e-04	2.071274e-04	582.54	4.410381e-123	7.277129e-121	120.14	104
oligos_7nt_mkv5_m1	5.4	31	2811265	1207	4.291601e-04	2.011412e-04	565.70	3.698380e-121	6.102327e-119	118.21	105
oligos_7nt_mkv5_m1	5.5	33	2811298	1174	4.174267e-04	1.965707e-04	552.85	1.271835e-116	2.098528e-114	113.68	106
oligos_7nt_mkv5_m1	5.6	24	2811322	1150	4.088933e-04	1.917004e-04	539.15	1.857979e-115	3.065666e-113	112.51	107
oligos_7nt_mkv5_m1	5.7	23	2811345	1127	4.007154e-04	1.878405e-04	528.30	3.159380e-113	5.212977e-111	110.28	108
oligos_7nt_mkv5_m1	5.8	15	2811360	1112	3.953820e-04	1.826017e-04	513.56	1.341739e-115	2.213869e-113	112.65	109
oligos_7nt_mkv5_m1	5.9	37	2811397	1075	3.822263e-04	1.788103e-04	502.90	1.321190e-108	2.179963e-106	105.66	110
oligos_7nt_mkv5_m1	6.0	23	2811420	1052	3.740484e-04	1.741034e-04	489.66	1.468223e-107	2.422567e-105	104.62	111
oligos_7nt_mkv5_m1	6.1	29	2811449	1023	3.637372e-04	1.687989e-04	474.74	2.299853e-105	3.794757e-103	102.42	112
oligos_7nt_mkv5_m1	6.2	43	2811492	980	3.484482e-04	1.633112e-04	459.31	8.957261e-99	1.477948e-96	95.83	113
